taxlevel	rankID	taxon	daughterlevels	total	Lakeview1	Lakeview2	Lakeview3	Lakeview4	Lakeview5	Lakeview6	Lakeview7	Lakeview8
6	0.2.35.1.5.1.2	Pedosphaeraceae_ge	0	5080	167	402	802	853	692	678	721	765
6	0.2.35.1.5.1.3	Pedosphaeraceae_unclassified	0	5	1	2	1	0	0	0	0	1
4	0.2.35.1.6	S-BQ2-57_soil_group	1	6	3	1	0	1	0	1	0	0
5	0.2.35.1.6.1	S-BQ2-57_soil_group_fa	1	6	3	1	0	1	0	1	0	0
6	0.2.35.1.6.1.1	S-BQ2-57_soil_group_ge	0	6	3	1	0	1	0	1	0	0
4	0.2.35.1.7	Verrucomicrobiae_unclassified	1	9	2	4	1	1	0	0	0	1
5	0.2.35.1.7.1	Verrucomicrobiae_unclassified	1	9	2	4	1	1	0	0	0	1
6	0.2.35.1.7.1.1	Verrucomicrobiae_unclassified	0	9	2	4	1	1	0	0	0	1
4	0.2.35.1.8	Verrucomicrobiales	5	9895	1243	843	1013	1933	1020	1275	1200	1368
5	0.2.35.1.8.1	Akkermansiaceae	1	34	16	2	2	4	7	1	2	0
6	0.2.35.1.8.1.1	Akkermansia	0	34	16	2	2	4	7	1	2	0
5	0.2.35.1.8.2	DEV007	1	1312	17	48	190	242	198	183	231	203
6	0.2.35.1.8.2.1	DEV007_ge	0	1312	17	48	190	242	198	183	231	203
5	0.2.35.1.8.3	Rubritaleaceae	3	2544	579	196	213	426	222	268	257	383
6	0.2.35.1.8.3.1	Luteolibacter	0	2538	574	196	213	426	222	267	257	383
6	0.2.35.1.8.3.2	Rubritaleaceae_unclassified	0	5	5	0	0	0	0	0	0	0
6	0.2.35.1.8.3.3	uncultured	0	1	0	0	0	0	0	1	0	0
5	0.2.35.1.8.4	Verrucomicrobiaceae	4	5998	628	594	608	1260	593	823	710	782
6	0.2.35.1.8.4.1	Brevifollis	0	318	105	75	31	29	17	18	18	25
6	0.2.35.1.8.4.2	Prosthecobacter	0	4936	284	375	520	1164	519	721	631	722
6	0.2.35.1.8.4.3	Verrucomicrobiaceae_unclassified	0	563	97	121	50	67	57	75	61	35
6	0.2.35.1.8.4.4	uncultured	0	181	142	23	7	0	0	9	0	0
5	0.2.35.1.8.5	Verrucomicrobiales_unclassified	1	7	3	3	0	1	0	0	0	0
6	0.2.35.1.8.5.1	Verrucomicrobiales_unclassified	0	7	3	3	0	1	0	0	0	0
4	0.2.35.1.9	uncultured	1	304	181	110	4	2	1	0	4	2
5	0.2.35.1.9.1	uncultured_fa	1	304	181	110	4	2	1	0	4	2
6	0.2.35.1.9.1.1	uncultured_ge	0	304	181	110	4	2	1	0	4	2
2	0.2.36	WOR-1	1	3	2	1	0	0	0	0	0	0
3	0.2.36.1	WOR-1_cl	1	3	2	1	0	0	0	0	0	0
4	0.2.36.1.1	WOR-1_or	1	3	2	1	0	0	0	0	0	0
5	0.2.36.1.1.1	WOR-1_fa	1	3	2	1	0	0	0	0	0	0
6	0.2.36.1.1.1.1	WOR-1_ge	0	3	2	1	0	0	0	0	0	0
2	0.2.37	WPS-2	1	2	1	0	0	1	0	0	0	0
3	0.2.37.1	WPS-2_cl	1	2	1	0	0	1	0	0	0	0
4	0.2.37.1.1	WPS-2_or	1	2	1	0	0	1	0	0	0	0
5	0.2.37.1.1.1	WPS-2_fa	1	2	1	0	0	1	0	0	0	0
6	0.2.37.1.1.1.1	WPS-2_ge	0	2	1	0	0	1	0	0	0	0
2	0.2.38	WS2	1	2	2	0	0	0	0	0	0	0
3	0.2.38.1	WS2_cl	1	2	2	0	0	0	0	0	0	0
4	0.2.38.1.1	WS2_or	1	2	2	0	0	0	0	0	0	0
5	0.2.38.1.1.1	WS2_fa	1	2	2	0	0	0	0	0	0	0
6	0.2.38.1.1.1.1	WS2_ge	0	2	2	0	0	0	0	0	0	0
2	0.2.39	WS4	1	1	0	0	1	0	0	0	0	0
3	0.2.39.1	WS4_cl	1	1	0	0	1	0	0	0	0	0
4	0.2.39.1.1	WS4_or	1	1	0	0	1	0	0	0	0	0
5	0.2.39.1.1.1	WS4_fa	1	1	0	0	1	0	0	0	0	0
6	0.2.39.1.1.1.1	WS4_ge	0	1	0	0	1	0	0	0	0	0
2	0.2.40	Zixibacteria	1	3	3	0	0	0	0	0	0	0
3	0.2.40.1	Zixibacteria_cl	1	3	3	0	0	0	0	0	0	0
4	0.2.40.1.1	Zixibacteria_or	1	3	3	0	0	0	0	0	0	0
5	0.2.40.1.1.1	Zixibacteria_fa	1	3	3	0	0	0	0	0	0	0
6	0.2.40.1.1.1.1	Zixibacteria_ge	0	3	3	0	0	0	0	0	0	0
1	0.3	Eukaryota	1	3	3	0	0	0	0	0	0	0
2	0.3.1	Eukaryota_unclassified	1	3	3	0	0	0	0	0	0	0
3	0.3.1.1	Eukaryota_unclassified	1	3	3	0	0	0	0	0	0	0
4	0.3.1.1.1	Eukaryota_unclassified	1	3	3	0	0	0	0	0	0	0
5	0.3.1.1.1.1	Eukaryota_unclassified	1	3	3	0	0	0	0	0	0	0
6	0.3.1.1.1.1.1	Eukaryota_unclassified	0	3	3	0	0	0	0	0	0	0
